"cobacia","S1_ivv_nu","S2_ivv_nu","S3_ivv_classe","S4_ivv_nu","floresta","monitorado","estacoes","escolas","alunos","docentes","risco"
43845,0,0.0357836587719749,"4",0.214,16.0947,"yes",0,1,10,1,0
43847,0,0.0357836638698249,"4",0.22,36.0414,"yes",0,2,331,16,0
43848,0,0.035783663845961,"4",0.214,27.1557,"yes",0,2,534,31,0
43924,7.0925051916337e-07,0.358339767236671,"4",0.227,32.6835,"yes",0,1,63,13,0
43925,3.5061164431997e-07,0.358340002206821,"4",0.237,63.4995,"yes",0,5,950,70,0
43926,6.5750092858671e-07,0.358339345116123,"4",0.23,11.4102,"yes",0,1,38,7,0
43927,6.0981051605961e-07,0.358339969022207,"4",0.232,47.1483,"yes",0,1,159,14,0
43928,1.46510465581569e-06,0.358339714697766,"4",0.225,11.5506,"yes",0,1,14,2,0
43929,1.13539815529731e-06,0.358340023248676,"4",0.228,12.8358,"yes",0,1,53,3,0
44113,0,0.333702378632087,"4",0.238,38.2032,"yes",0,1,93,5,0
44132,0,0.393046727458316,"4",0.229,156.4659,"yes",0,1,87,10,0
44134,2.5773479319614e-07,0.393046719254571,"4",0.232,182.2653,"no",0,6,401,23,0
44161,0,0.393046720998794,"2",0.169,156.2787,"yes",0,4,223,20,0
44162,2.0653311288e-09,0.39304669768771,"2",0.166,195.183,"yes",1,6,2080,80,0.49
44167,0,0.393046710462417,"2",0.165,2.8314,"yes",0,1,18,1,0
44168,5.8751783012e-10,0.393046728909527,"2",0.164,153.8514,"yes",0,1,88,6,0
44171,0,0.32888462419306,"4",0.169,61.5483,"yes",0,1,14,1,0
44172,5.4886918644e-10,0.39304675628488,"4",0.169,138.267,"yes",0,2,22,3,0
44259,7.632414393144e-08,0.0687481389005015,"2",0.168,114.9039,"yes",0,1,286,11,0
44373,0,0.356561482102532,"2",0.147,19.3374,"no",0,1,384,29,0
44756,1.01162149443e-09,0.0502384792923539,"2",0.184,54.6012,"no",0,1,98,5,0
44836,5.16914877576e-09,0.653177696622443,"5",0.183,12.0177,"no",0,1,184,11,0
44984,3.248222816324e-08,0.759011151661334,"5",0.222,85.1823,"no",0,1,97,8,0
45121,0,0.237168878022938,"4",0.225,60.1227,"yes",0,5,184,24,0
45122,0,0.237168880797471,"4",0.219,46.8621,"yes",0,6,313,22,0
45123,0,0.23716887061644,"4",0.215,28.1916,"yes",0,3,251,19,0
45124,0,0.23716891270074,"4",0.226,63.5229,"yes",0,1,83,8,0
45128,0,0.237168879604609,"4",0.216,42.5943,"yes",0,1,222,12,0
45211,0,0.0204081632401717,"4",0.223,51.228,"yes",0,10,413,43,0
45213,0,0.0204081633028502,"4",0.229,201.9555,"yes",2,46,12598,657,1.881
45214,0,0.0204081579053699,"4",0.21,28.9881,"yes",0,3,443,24,0
45218,0,0.0204081302653494,"4",0.216,26.3385,"no",0,1,48,5,0
45219,0,0.020408163270885,"4",0.214,6.5331,"yes",0,2,78,7,0
45222,0,0.0204081769102868,"4",0.209,49.9248,"yes",0,1,301,17,0
45227,0,0.0204081641646929,"4",0.205,36.0009,"yes",0,1,307,13,0
45231,0,0.0204081632818829,"4",0.213,16.3872,"yes",0,1,61,6,0
45232,0,0.0204081604550786,"4",0.218,28.9845,"yes",0,1,223,14,0
45235,0,0.0204081632557478,"4",0.214,23.9211,"yes",0,3,365,22,0
45237,0,0.0204081632700054,"4",0.206,74.133,"yes",0,5,264,15,0
45239,0,0.0204081632350975,"4",0.199,55.44,"yes",0,2,83,4,0
45256,0,0.0204081488853503,"4",0.202,61.0074,"yes",0,2,58,2,0
45321,0,0.0204081635224049,"4",0.212,43.0911,"yes",0,8,415,38,0
45343,0,0.237168874356546,"4",0.211,76.2948,"yes",0,3,120,11,243.113
45347,1.28376704488e-09,0.23716886343225,"4",0.231,115.101,"yes",0,2,119,10,243.113
45348,2.26029419906e-09,0.237168910747197,"4",0.243,70.4646,"yes",1,8,3781,138,243.155
45363,0,0.0204081493384991,"4",0.207,8.8533,"yes",0,1,8,1,0
45364,0,0.0204081357805135,"4",0.201,14.9886,"yes",0,1,425,18,0
45413,0,0.0991725419485944,"4",0.186,0.0927,"yes",0,1,472,20,0.89
45419,4.32971329313e-09,0.0992526802418736,"4",0.191,25.1127,"yes",0,2,42,2,0
45545,6.46587514744e-09,0.146597222314385,"4",0.21,101.2725,"yes",0,1,43,3,0
45561,0,0.146597219828168,"4",0.21,281.4057,"yes",0,4,227,22,0
45613,0,0.23716887412151,"4",0.218,28.6416,"yes",0,1,119,6,0
45651,0,0.237168874109366,"4",0.169,828.8946,"yes",1,39,9402,711,0.538
45653,0,0.237168874183738,"4",0.167,1049.9454,"yes",0,26,1165,99,0
45655,0,0.237168874183147,"4",0.158,30.2112,"yes",0,2,92,6,0
45671,0,0.237168874034488,"4",0.155,78.9489,"yes",0,2,52,5,0
45674,0,0.237168914590331,"4",0.161,52.5456,"yes",0,1,19,1,0
45675,0,0.237168874092206,"4",0.155,50.7006,"yes",0,1,166,11,0
45677,0,0.23716887414157,"4",0.156,4.4514,"yes",0,1,42,4,0
45693,0,0.237168874017511,"4",0.151,67.5612,"yes",0,2,166,11,0
45721,0,0.252427746530317,"4",0.185,3.9132,"yes",0,2,42,3,0
45724,0,0.252427711892294,"4",0.18,69.3738,"yes",0,1,115,7,0
45725,0,0.252427737294171,"4",0.176,122.4855,"yes",0,1,34,2,0
45813,0,0.25242775238401,"4",0.167,159.8967,"yes",1,8,3559,261,0.011
45815,0,0.252427752414737,"4",0.169,64.5435,"yes",0,7,2140,125,0.031
45817,0,0.252427752401252,"4",0.175,253.5039,"yes",0,6,479,81,0
46211,0,0.111786505262036,"4",0.203,8.037,"yes",0,9,3155,164,0.186
46331,0,0.238572922578063,"4",0.189,63.2403,"yes",0,1,291,20,0
46335,0,0.237596437742164,"4",0.157,712.5975,"yes",0,5,241,19,0
46355,0,0.239673390431159,"4",0.135,116.1945,"yes",0,1,22,2,0
46521,9.5716598755e-10,0.264414876442669,"2",0.169,9.2223,"no",0,1,360,13,0
46575,0,0.17192773172018,"2",0.156,66.2013,"no",0,1,55,5,0
46581,0,0.161246612678414,"2",0.178,44.928,"no",0,1,23,1,0
46583,0,0.161246610905726,"2",0.18,221.7699,"no",0,2,148,11,0
46597,0,0.172020964100394,"2",0.184,143.7885,"no",0,2,227,13,0
46732,0,0.161246594937271,"2",0.197,194.3955,"no",0,2,34,3,0
46733,0,0.174005639739118,"2",0.194,43.9821,"no",0,1,189,20,0
46793,0,0.174407537165754,"2",0.204,56.5155,"no",0,1,24,5,0
47213,0,0.234701835783626,"4",0.152,320.0103,"yes",0,4,897,49,0
47433,7.9180048233e-10,0.252427753637383,"4",0.14,30.1437,"yes",0,1,14,1,0
47473,2.47661603608e-09,0.252427752949042,"4",0.124,25.407,"no",1,9,4741,228,0.503
47683,9.409422399e-10,0.252427719748262,"4",0.132,38.2572,"yes",0,2,598,27,0
47695,2.78606868621e-09,0.252427729352189,"4",0.131,65.3904,"yes",0,1,81,10,0
47811,4.29084406013e-09,0.237134622814281,"4",0.133,205.6257,"yes",0,8,852,69,2.975
47815,1.332124915708e-08,0.237134623892368,"4",0.135,51.3081,"no",0,2,954,53,0
47823,3.05170702143e-09,0.237134621403686,"4",0.139,71.3421,"yes",0,1,140,9,0
47826,0,0.237134613442933,"4",0.15,200.3544,"yes",0,1,33,4,0
47833,1.357644492094e-08,0.23713462288319,"4",0.138,35.8848,"no",0,1,85,9,0
47853,8.336814879595e-08,0.23713462324032,"4",0.14,161.298,"no",0,2,366,22,0
47857,9.58333495517e-09,0.237134623848108,"4",0.149,28.9287,"no",0,1,473,36,0
47861,3.09872822235e-09,0.237134620170264,"4",0.151,48.6558,"no",0,1,88,8,0
47867,6.5338379066e-10,0.23713462453647,"4",0.159,150.2703,"no",0,1,180,12,0
47873,3.36560223892e-09,0.237134622257842,"4",0.151,123.5592,"no",0,3,126,12,0
47877,7.5534575961e-10,0.237134621543062,"4",0.151,5.5728,"no",0,1,25,2,0
47879,6.0156381335e-10,0.237134625714366,"4",0.152,55.5561,"no",0,2,101,10,0
47893,0,0.237134623623019,"4",0.155,33.5862,"no",0,1,73,3,0
48266,0,0.0135016784483804,"2",0.273,110.7711,"no",0,2,186,19,0
48581,0,0.414205121023523,"4",0.217,55.6821,"no",0,1,59,7,0
48691,0,0.0414186767728794,"2",0.162,433.1223,"no",0,1,42,2,0
48735,0,0.414023676625664,"2",0.128,365.8995,"no",0,1,37,8,0
48751,0,0.398958478481377,"4",0.126,282.0393,"no",0,9,2507,169,0
48773,0,0.354075356982506,"2",0.121,7.8579,"no",0,1,13,1,0
48811,0,0.397599453565319,"2",0.119,50.6799,"no",0,1,5,1,0
49121,0,0.359547462747228,"4",0.143,18.3807,"yes",2,28,13383,661,0.096
49122,0,0.359547306201401,"4",0.145,20.151,"yes",0,2,129,8,0
49162,0,0.359547457915639,"4",0.179,105.0993,"yes",0,1,38,5,0
49165,0,0.359547457487943,"4",0.183,156.4677,"yes",0,1,69,6,0
49313,0,0.389125854222496,"4",0.189,253.467,"yes",0,2,51,4,0
49314,0,0.359547448444748,"4",0.195,257.5089,"yes",0,1,13,1,0
49317,0,0.389306077538306,"4",0.209,212.6799,"yes",0,23,5071,313,0.575
49331,0,0.389575735241455,"4",0.218,360.8703,"yes",0,3,369,55,0
49333,0,0.389673593871322,"4",0.231,264.0024,"yes",0,3,290,16,0
49335,0,0.389687310387309,"4",0.24,563.5305,"yes",0,2,204,11,0
49391,0,0.393864856365735,"4",0.226,882.3933,"yes",0,12,478,41,0
49411,0,0.307658482955104,"4",0.226,981.0927,"yes",0,6,225,23,0
49511,0,0.417317848649202,"4",0.213,180.8343,"yes",0,7,637,56,0
49513,0,0.417329098260179,"4",0.213,93.8412,"yes",0,2,342,32,0
49521,0,0.26044167103961,"4",0.213,28.3194,"yes",0,6,246,21,0
49531,0,0.418005153639413,"4",0.215,406.2312,"yes",0,4,273,27,0
49591,0,0.418093706032189,"4",0.215,37.152,"yes",0,1,7,1,0
49593,0,0.418097348087973,"4",0.215,44.1054,"yes",0,1,201,52,0
49653,0,0.172430627483566,"4",0.194,197.7957,"yes",0,25,6713,399,0.023
49711,0,0.440343507188934,"4",0.223,780.1083,"yes",1,56,9166,615,0.039
49713,0,0.440413060879349,"4",0.165,2406.3921,"yes",0,1,22,1,0
49714,0,0.377079123691463,"4",0.175,125.6688,"yes",0,12,5520,281,0.178
49731,0,0.444629210842646,"4",0.138,6126.9858,"yes",0,18,735,65,0
49735,0,0.444823314415102,"4",0.125,43.0047,"yes",0,3,332,33,0
49739,0,0.444358569874968,"4",0.18,202.6422,"yes",0,6,3230,184,0.008
49753,0,0.456302108084644,"4",0.174,931.5018,"yes",0,8,941,48,0
52222,0,0.144980430010004,"4",0.167,49.5828,"no",0,2,216,19,0
52223,0,0.144980383679366,"4",0.167,3.8151,"no",0,1,16,1,0
52224,0,0.144980449714004,"4",0.167,32.949,"no",0,1,21,1,0
52225,0,0.144980424835097,"4",0.167,18.7461,"no",0,1,147,10,0
52322,0,0.144980423989098,"4",0.169,38.061,"no",0,1,159,12,0
52323,0,0.144980396279705,"4",0.169,27.5427,"no",0,1,145,13,0
52324,0,0.144980444613651,"1",0.17,25.7913,"no",0,1,43,2,0
52325,0,0.144980391525364,"4",0.17,31.2507,"no",0,2,249,35,0
52326,0,0.144980418984795,"4",0.168,98.8524,"no",0,2,108,7,0
52327,0,0.144980407121106,"4",0.172,112.7043,"no",0,3,220,15,0
52342,0,0.144980423451956,"4",0.173,41.1633,"no",0,2,130,13,0
52344,0,0.144980508161046,"4",0.172,27.8136,"no",0,1,197,13,0
52349,0,0.144980385981126,"4",0.177,138.3048,"no",0,3,260,25,0
52432,0,0.144980618367438,"4",0.174,6.8049,"no",0,1,38,2,0
52433,0,0.144980403051053,"4",0.174,12.7881,"no",0,1,36,2,0
52443,0,0.14498027833239,"4",0.189,22.3029,"no",0,1,54,2,0
52452,0,0.144980606713379,"4",0.176,14.265,"no",0,1,276,13,0
52453,0,0.144980389283653,"4",0.176,13.2057,"no",0,1,53,2,0
52463,0,0.144980416839985,"4",0.19,10.5012,"no",0,1,46,2,0
52465,0,0.144980380590497,"4",0.177,34.3098,"no",0,1,67,3,0
52521,0,0.14498043280049,"1",0.17,5.4828,"no",0,1,37,1,0
52522,0,0.14498039428401,"4",0.17,27.6741,"no",0,1,313,15,0
52523,0,0.144980447857254,"4",0.17,34.0677,"no",0,1,62,3,0
52613,0,0.144980394884066,"4",0.189,34.3935,"no",0,1,96,11,0
52623,0,0.144980431657041,"4",0.194,83.6568,"no",0,1,29,2,0
52631,0,0.144980394078664,"4",0.192,33.0129,"no",0,1,131,12,0
52671,0,0.144980395107057,"4",0.194,19.8297,"no",0,1,208,13,0
52673,0,0.144980394589925,"4",0.196,122.5296,"no",0,1,38,2,0
52681,0,0.144980397935185,"4",0.199,87.9876,"no",0,3,265,18,0
52683,0,0.144980405856714,"4",0.203,53.9379,"no",0,2,500,29,0
52684,0,0.144980482730943,"4",0.204,33.5367,"no",0,1,16,1,0
52691,0,0.144980392534456,"4",0.204,406.8405,"no",0,7,767,38,0
52712,0,0.144980396582888,"4",0.169,82.0053,"no",0,1,30,1,0
52721,0,0.144980385380336,"4",0.169,11.9997,"no",0,1,91,5,0
52722,0,0.144980339631581,"4",0.17,49.1634,"no",0,1,20,1,0
52723,0,0.144980365388658,"4",0.168,60.0291,"no",0,2,79,11,0
52731,0,0.144980395347251,"4",0.17,102.7719,"no",0,1,95,5,0
52732,0,0.14498041744169,"4",0.172,40.3659,"no",0,1,38,2,0
52742,0,0.144980736204486,"4",0.195,8.217,"no",0,1,23,1,0
52743,0,0.144980418219577,"4",0.195,101.4921,"no",0,1,16,1,0
52751,0,0.144980395412942,"4",0.173,14.706,"no",0,1,218,15,0
52763,0,0.14498039549682,"4",0.176,8.4474,"no",0,1,76,4,0
52765,0,0.14498041850051,"4",0.176,87.4953,"no",0,1,19,1,0
52771,0,0.144980396426376,"4",0.176,24.6384,"no",0,1,137,9,0
52774,0,0.14498033061876,"4",0.177,35.1126,"no",0,1,14,1,0
52775,0,0.144980395850003,"4",0.178,52.5582,"no",0,2,101,8,0
52777,0,0.144980396020014,"4",0.208,86.7123,"no",0,1,81,7,0
52811,0,0.144980396141798,"4",0.221,81.2979,"no",0,1,50,4,0
52812,0,0.144980377672962,"4",0.221,73.4499,"no",0,1,104,10,0
52813,0,0.144980394346242,"4",0.222,90.6687,"no",0,2,232,14,0
52816,0,0.144980476194615,"4",0.237,36.8676,"no",0,1,63,3,0
52817,0,0.144980392833804,"4",0.238,14.2272,"no",0,1,52,5,0
52911,0,0.144980396482506,"4",0.219,3.5037,"no",0,3,1682,102,0
52913,0,0.144980396412973,"4",0.224,257.3595,"no",0,3,222,18,0
52914,0,0.144980347844697,"4",0.223,68.013,"no",0,2,153,11,0
52915,0,0.144980395446417,"4",0.225,108.3168,"no",0,3,184,12,0
52916,0,0.144980350760052,"4",0.244,67.7268,"no",0,1,17,1,0
52917,0,0.14498039521753,"4",0.227,10.4625,"no",0,1,184,8,0
52931,0,0.144980396561687,"4",0.227,16.6968,"no",0,1,15,1,0
52932,0,0.1449804355797,"4",0.229,75.2292,"no",0,4,98,9,0
52933,0,0.144980396885012,"4",0.23,1.1475,"no",0,1,186,14,0
52951,0,0.144980394410104,"4",0.246,78.0228,"no",0,1,66,3,0
52953,0,0.144980395931395,"4",0.248,39.6909,"no",0,2,278,15,0
52962,0,0.144980366953816,"4",0.246,63.3708,"no",0,2,117,5,0
52963,0,0.144980390015117,"4",0.247,327.8772,"no",0,1,32,1,0
52971,0,0.144980399336935,"4",0.227,143.0091,"no",0,3,359,18,0
53422,0,0.14498044829652,"4",0.154,16.7715,"no",0,1,41,9,0
53425,0,0.144980401581828,"4",0.168,64.4229,"no",0,1,120,11,0
53431,0,0.144980403784751,"4",0.154,22.2192,"no",0,1,104,11,0
53432,0,0.144980417391529,"4",0.154,27.9675,"no",0,1,42,2,0
53441,0,0.144980383042739,"1",0.17,11.1915,"no",0,1,247,14,0
53491,0,0.144980401867479,"4",0.168,18.3096,"no",0,1,167,13,0
53492,0,0.144980481170998,"4",0.168,6.129,"no",0,1,321,13,0
54112,0,0.144980509339087,"4",0.154,23.0553,"no",0,1,194,10,0
54115,0,0.144980395463441,"4",0.154,6.8328,"no",0,1,40,1,0
54121,0,0.14498041380124,"1",0.154,8.8965,"no",0,1,80,10,0
54125,0,0.144980405437798,"4",0.154,2.1798,"no",0,1,134,11,0
54129,0,0.144980422378731,"4",0.154,34.8705,"no",0,1,28,2,0
54133,0,0.144980395772168,"4",0.154,3.9483,"no",0,1,104,7,0
54161,0,0.144980386400837,"1",0.157,2.0628,"no",0,1,38,2,0
54162,0,0.144980546676173,"4",0.157,19.1295,"no",0,1,36,2,0
54164,0,0.144980253628374,"4",0.154,14.976,"no",0,1,244,14,0
54168,0,0.14498027797226,"4",0.157,19.1808,"no",0,1,49,2,0
54169,0,0.144980343088171,"4",0.168,57.5289,"no",0,1,240,15,0
54181,0,0.144980407368274,"4",0.157,4.3578,"no",0,1,167,10,0
54185,0,0.144980415426173,"4",0.157,19.4364,"no",0,1,122,8,0
54221,0,0.144980412444137,"4",0.169,36.9054,"no",0,1,181,12,0
54223,0,0.144980364858707,"4",0.169,57.3732,"no",0,1,101,3,0
54312,0,0.14498033199771,"4",0.157,24.5592,"no",0,1,52,3,0
54313,0,0.144980395972154,"4",0.157,9.3348,"no",0,1,12,1,0
54326,0,0.144980378969867,"4",0.157,17.8263,"no",0,1,62,4,0
54341,0,0.144980389038897,"4",0.171,10.8252,"no",0,1,67,5,0
54351,0,0.144980395551212,"4",0.171,2.0772,"no",0,1,67,5,0
54373,0,0.144980396110328,"4",0.171,4.1949,"no",0,1,25,2,0
54379,0,0.144980395325756,"4",0.172,15.8913,"no",0,1,129,7,0
54411,0,0.14498039611717,"4",0.172,18.765,"no",0,1,78,5,0
54413,0,0.144980394860372,"4",0.173,2.5515,"no",0,1,61,4,0
54416,0,0.144980421196672,"4",0.173,21.7494,"no",0,1,91,6,0
54543,0,0.144980401788399,"4",0.168,108.1827,"no",0,1,36,1,0
55473,0,0.144980404968606,"4",0.154,26.4942,"no",0,1,53,5,0
55492,0,0.144980714430414,"4",0.157,7.5942,"no",0,1,47,3,0
56161,0,0.144980424189065,"4",0.152,1.5768,"no",0,10,5091,217,0
57993,0,0,"4",0.192,7.1937,"no",0,1,14,1,0
57995,0,0,"4",0.194,2.1924,"no",0,2,350,20,0
61121,7.132451021242e-08,0.144980395990674,"1",0.253,21.4461,"no",0,32,10290,487,0
61132,9.554475516569e-08,0.144980396008477,"4",0.236,31.0284,"no",0,10,947,81,0
61141,7.47088170163e-09,0.271101522294149,"1",0.175,15.3198,"no",0,4,763,59,0
61142,1.610007927823e-08,0.323495687762344,"4",0.164,20.3031,"no",0,4,271,19,0
61143,8.96477228606e-09,0.323495380214761,"4",0.165,62.1378,"no",0,6,403,33,0
61145,1.374328117953e-08,0.323495328736925,"4",0.162,6.0777,"no",0,24,7751,381,0
61146,1.716764338127e-08,0.323495354064852,"4",0.164,42.5556,"no",0,5,272,26,0
61147,1.658990832565e-08,0.32349541937918,"4",0.164,46.8639,"no",0,8,498,36,0
61152,9.597526876314e-08,0.144980386447882,"4",0.213,21.2931,"no",0,3,335,27,0
61154,2.735369835471e-08,0.154513873667983,"1",0.151,22.2858,"no",0,8,1672,107,0
61161,4.890479382379e-08,0.277961487401575,"1",0.122,33.3558,"yes",1,10,4005,195,0.103
61163,7.601978630998e-08,0.296088902333376,"1",0.129,30.1248,"yes",0,4,862,64,0.015
61166,7.964926106631e-08,0.323495382524825,"4",0.177,12.0564,"no",0,2,456,40,0
61168,6.153562534977e-08,0.323495511697982,"4",0.204,17.0757,"no",0,2,79,4,0
61169,6.332499575636e-08,0.323495449587186,"4",0.207,27.09,"no",0,4,869,46,0
61172,1.2776690789116e-07,0.144980393607206,"1",0.17,28.6731,"no",0,3,91,7,0
61184,2.2660956321593e-07,0.144980411875772,"4",0.22,1.4706,"no",0,1,19,2,0
61192,3.3208227224434e-07,0.144980400104169,"4",0.19,143.8614,"no",0,19,1078,61,0
61213,7.167126775963e-08,0.323495370486271,"4",0.173,67.8627,"no",0,2,253,16,0
61217,2.121700002368e-08,0.323495370339744,"4",0.169,45.7956,"no",0,4,371,32,0
61239,8.65342150736e-09,0.323495370206686,"3",0.201,14.9193,"no",0,1,45,2,0
61243,1.124923512458e-08,0.323495371683418,"3",0.213,49.3038,"no",0,3,132,5,0
61411,9.396705455532e-08,0.322427022741922,"1",0.195,69.6366,"yes",0,12,356,13,0
61413,1.1681189189661e-07,0.323495370517761,"4",0.204,172.0224,"yes",0,21,1525,76,0
61414,1.3639908310234e-07,0.323495328546058,"4",0.168,119.6001,"no",0,7,1364,49,0
61415,8.911061625563e-08,0.323495370368556,"4",0.179,84.6198,"no",0,4,284,11,0
61431,4.148539900515e-08,0.323495370355779,"4",0.204,123.5142,"no",0,4,620,20,0
61434,3.092445604572e-08,0.323495246630932,"4",0.235,44.9793,"yes",0,1,100,5,0
61436,2.219206406966e-08,0.323495286832813,"4",0.23,40.1211,"yes",0,3,282,16,0
61438,4.28833868057e-09,0.323495267845117,"4",0.224,35.6967,"yes",0,3,225,18,0
61439,4.23949309433e-09,0.323495370753429,"4",0.214,30.3651,"yes",0,1,25,2,0
61443,3.45444603122e-09,0.323495358399978,"4",0.189,119.2752,"no",0,5,1255,39,0
61452,1.93036882358e-09,0.323495381548134,"4",0.192,221.2371,"no",0,1,67,3,0
61459,3.8127782284e-10,0.32349536993823,"4",0.187,143.6301,"no",0,1,264,10,0
61473,1.33597980528e-09,0.323495371568598,"4",0.198,28.8315,"no",0,1,162,7,0
61488,2.05418094948107e-05,0.323495326122267,"4",0.177,28.5714,"no",0,1,167,7,0
61495,0.000122161640885689,0.323495372506191,"3",0.158,124.5231,"no",0,2,98,8,0
61637,1.65595270022964e-06,0.144980397019581,"4",0.214,2.8584,"no",0,5,2961,123,0
61645,1.98073710992338e-06,0.144980376385855,"4",0.208,4.257,"no",0,1,40,3,0
61679,1.0609210491396e-07,0.144980396235211,"4",0.216,0.036,"no",0,1,123,10,0
61681,8.608162603028e-08,0.144980401987263,"4",0.217,0.2952,"no",0,2,383,22,0
61684,7.751518360549e-08,0.144980372809625,"4",0.216,0.2565,"no",0,2,478,22,0
61741,9.296445209081e-08,0.144980398360738,"4",0.252,117.837,"no",0,25,5253,310,0
61783,2.68144438132e-09,0.144980355984915,"4",0.256,34.5294,"no",0,1,88,7,0
61792,2.37053502513e-09,0.14498040517151,"4",0.252,12.9141,"no",0,1,102,7,0
61832,2.744026069908e-08,0.323495358063065,"4",0.256,84.3912,"yes",0,10,1564,94,0
61834,7.41198821205e-09,0.154513908990675,"4",0.233,50.9445,"yes",0,5,496,35,0
61841,2.40223837467e-09,0.323495338757898,"4",0.192,49.536,"yes",0,30,10511,570,0
61842,4.327945637e-09,0.323495541483588,"4",0.212,23.7276,"yes",0,3,414,34,0
61843,3.11490349737e-09,0.323495233216151,"4",0.202,38.3814,"yes",0,7,1332,66,0
61851,1.68160751715e-09,0.323495374406471,"4",0.203,13.5189,"yes",0,2,155,9,0
61852,1.48948848044e-09,0.32349529812204,"4",0.199,42.7707,"yes",0,4,174,12,0
61853,1.53182158517e-09,0.323495366932331,"4",0.195,11.1528,"yes",0,1,64,5,0
61855,9.8891079308e-10,0.323495367940706,"4",0.209,82.8747,"yes",0,19,1708,101,0
61856,8.273324397e-10,0.323495431576126,"4",0.207,48.1941,"yes",0,6,795,32,0
61861,0,0.323495385937301,"4",0.204,108.4869,"no",0,6,1410,52,0
61863,0,0.323495377856874,"4",0.184,269.6067,"no",0,10,996,43,0
61931,3.72102712562e-09,0.196088565800093,"1",0.256,5.9436,"yes",0,2,98,5,0
61933,2.63260700759e-09,0.196091141588598,"1",0.243,2.0547,"yes",0,1,65,5,0
61941,1.02535285871e-09,0.144980397198588,"4",0.235,79.7436,"yes",0,2,368,32,0
61961,7.9268445483e-10,0.144980389679137,"1",0.231,54.4896,"yes",0,4,531,40,0
61962,0,0.144980341237354,"4",0.228,40.1175,"no",0,5,3396,106,0
61963,6.0141342054e-10,0.144980426342926,"4",0.228,31.6278,"no",0,5,2442,84,0
62125,0,0.1449803855545,"4",0.227,1.161,"no",0,1,311,24,0
62131,0,0.143407245653527,"1",0.222,3.681,"no",0,1,18,1,0
62132,0,0.14306858209936,"4",0.221,25.6644,"no",0,1,231,15,0
62133,0,0.143406752631479,"4",0.222,24.0291,"no",0,2,419,31,0
62135,0,0.143406384750186,"1",0.217,38.8512,"no",0,2,406,29,0
62139,0,0.143405090184844,"1",0.212,5.1075,"no",0,1,42,3,0
62141,0,0.14498039702445,"4",0.214,38.6388,"no",0,9,4520,201,0
62143,0,0.144980393781505,"4",0.217,5.8851,"no",0,1,137,9,0
62144,0,0.1449803805087,"4",0.197,151.1433,"no",0,2,265,22,0
62148,0,0.144980392776549,"4",0.226,178.8462,"no",0,2,277,23,0
62151,0,0.143368466178036,"1",0.2,34.4088,"no",0,2,264,14,0
62152,0,0.14498042240377,"4",0.201,74.7405,"no",0,1,22,1,0
62161,0,0.143068573422652,"4",0.204,70.9938,"no",0,4,637,36,0
62163,0,0.143068576145603,"4",0.2,54.2673,"yes",0,2,356,24,0
62167,0,0.143068570909155,"4",0.184,278.244,"yes",0,9,686,56,0
62169,1.08015519524e-09,0.14306856838395,"4",0.196,141.8661,"yes",0,2,31,3,0
62182,0,0.144980409059999,"4",0.204,46.8315,"no",0,1,244,9,0
62183,0,0.14498039368734,"4",0.202,40.5081,"no",0,1,462,19,0
62184,0,0.144980383083579,"4",0.207,40.9761,"no",0,1,45,1,0
62188,0,0.144980392651155,"4",0.196,184.9851,"no",0,2,109,10,0
62189,0,0.144980391358742,"4",0.194,190.3464,"no",0,3,165,20,0
62191,0,0.143348331475524,"1",0.208,1.2042,"no",0,1,71,4,0
62192,0,0.143068574247657,"4",0.212,81.2124,"no",0,2,556,21,0
62194,0,0.144980389038383,"4",0.21,45.8568,"no",0,8,5682,181,0
62198,0,0.143068546799396,"4",0.215,56.3877,"no",0,1,33,2,0
62212,0,0.143068574755572,"4",0.214,133.7841,"no",0,1,373,12,0
62231,0,0.143068574975602,"4",0.215,87.2055,"no",0,8,6099,175,0
62245,0,0.143068577405104,"4",0.206,9.8127,"yes",0,1,287,10,0
62246,0,0.143068578527843,"4",0.196,127.1061,"yes",0,3,81,5,0
62248,1.0555781449e-09,0.143068583320988,"4",0.201,114.8652,"yes",0,3,465,26,0
62249,0,0.143068558888285,"4",0.202,121.1661,"yes",0,3,563,23,0
62273,0,0.14306857318211,"4",0.199,252.3798,"no",0,3,462,21,0
62291,3.7935229579e-10,0.143068569741997,"4",0.206,8.2944,"no",0,1,24,1,0
62294,1.27456536411e-09,0.143068550196803,"4",0.207,93.3462,"yes",0,1,336,16,0
62295,1.13852468281e-09,0.143068579754804,"4",0.209,156.0951,"yes",0,1,210,14,0
62314,0,0.143068604117082,"4",0.211,68.5251,"no",0,1,210,8,0
62316,0,0.1430685694671,"4",0.21,290.2365,"no",0,2,472,20,0
62325,0,0.144980398266038,"4",0.204,31.9077,"no",0,1,686,19,0
62331,0,0.143310432660439,"1",0.203,6.6528,"no",0,1,103,10,0
